trade_date,gross_return,turnover,entry_count,hold_count,transaction_cost,strategy_return,net_value,running_peak,drawdown,signal_gross_budget,vol_scale,drawdown_scale,gross_exposure,trend_asset_count,active_signal_count,score_spread_top1_top2,avg_active_excess_score,realized_vol_lookback
2023-06-06,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,1,0,,0.0,0.0024375114591825182
2023-06-07,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,1,0,,0.0,0.0024375114591825182
2023-06-08,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,2,0,,0.0,0.0024375114591825182
2023-06-09,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,0,0,,0.0,0.0024375114591825182
2023-06-12,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,2,0,,0.0,0.0024375114591825182
2023-06-13,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,2,0,,0.0,0.0024375114591825182
2023-06-14,0.0,0.0,0,0,0.0,0.0,0.9893758136807039,1.00184862952694,-0.012449800776915376,0.0,1.75,1.0,0.0,2,0,,0.0,0.0024375114591825182
2023-06-15,0.0,1.05,1,1,0.00031499999999999996,-0.00031499999999999996,0.9890641602993946,1.00184862952694,-0.012760879089670496,0.6782488819792192,1.75,1.0,1.05,2,1,,0.4149948399040886,0.0024375114591825182
2023-06-16,-0.0006437768240342251,0.0,1,1,0.0,-0.0006437768240342251,0.988427423715511,1.00184862952694,-0.013396440755492511,0.6213738819792192,1.75,1.0,1.05,1,1,,0.4149948399040886,0.002434915630880304
2023-06-19,-0.00708588957055203,0.0,1,1,0.0,-0.00708588957055203,0.9814235361425576,1.00184862952694,-0.02038740462621269,0.6289583333333333,1.75,1.0,1.05,1,1,,0.5893403578813683,0.0024315592981462644
2023-06-20,-0.0038912909203210355,0.0,1,1,0.0,-0.0038912909203210355,0.9776045316473767,1.00184862952694,-0.024199362224022858,0.6858333333333333,1.75,1.0,1.05,2,1,,0.5893403578813683,0.002826852959953918
2023-06-21,-0.011717296962182176,0.0,0,1,0.0,-0.011717296962182176,0.9661496490384894,1.00184862952694,-0.03563310807273068,0.6126077360224911,1.75,1.0,1.05,2,1,,0.11203570471918955,0.002892388988303272
2023-06-26,-0.00065830721003124,1.05,0,0,0.00031499999999999996,-0.00097330721003124,0.9652092886191111,1.00184862952694,-0.03657173332175889,0.0,1.75,1.0,0.0,2,0,,0.0,0.0037201548300167
2023-06-27,0.0,1.05,1,1,0.00031499999999999996,-0.00031499999999999996,0.9649052476931962,1.00184862952694,-0.03687521322576248,0.6314853960184301,1.75,1.0,1.05,2,1,,0.1991633662389083,0.003710026193061537
2023-06-28,0.008282766990291256,0.0,0,1,0.0,0.008282766990291256,0.9728973330275481,1.00184862952694,-0.028897875034337606,0.6314853960184301,1.75,1.0,1.05,2,1,,0.1991633662389083,0.0036126112874613424
2023-06-29,0.0,0.0,1,1,0.0,0.0,0.9728973330275481,1.00184862952694,-0.028897875034337606,0.6858333333333333,1.75,1.0,1.05,2,1,,0.4581169397850775,0.004213621096908673
2023-06-30,-0.010114388922335986,0.0,0,1,0.0,-0.010114388922335986,0.9630570710198041,1.00184862952694,-0.038719979609547206,0.6858333333333333,1.75,1.0,1.05,2,1,,0.4581169397850775,0.0042178561132726385
2023-07-03,-0.004468085106382905,1.05,0,0,0.00031499999999999996,-0.004783085106382905,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,2,0,,0.0,0.004272161323372292
2023-07-04,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,2,0,,0.0,0.004280926737571671
2023-07-05,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,2,0,,0.0,0.004280926737571671
2023-07-06,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,2,0,,0.0,0.004280926737571671
2023-07-07,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,2,0,,0.0,0.004280926737571672
2023-07-10,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,1,0,,0.0,0.004280926737571672
2023-07-11,0.0,0.0,0,0,0.0,0.0,0.9584506870868125,1.00184862952694,-0.043317863758140285,0.0,1.75,1.0,0.0,1,0,,0.0,0.004280926737571672
2023-07-12,0.0,1.043078427199291,1,1,0.0003129235281597873,-0.0003129235281597873,0.9581507653162421,1.00184862952694,-0.04361723210754054,0.596044815542452,1.75,1.0,1.043078427199291,1,1,,0.2980914563497783,0.004280926737571672
2023-07-13,-0.007982086211596587,0.0,0,1,0.0,-0.007982086211596587,0.9505027233037806,1.00184862952694,-0.05125116181214351,0.596044815542452,1.75,1.0,1.043078427199291,1,1,,0.2980914563497783,0.004275424854888444
2023-07-14,0.0007784167367157657,0.006921572800709042,1,1,2.0764718402127123e-06,0.0007763402648755531,0.9512406368397551,1.00184862952694,-0.05051460988780443,0.6071393142014778,1.75,1.0,1.05,1,1,,0.34929683477605145,0.004486210729818237
2023-07-17,0.01070096942580162,0.0,1,1,0.0,0.01070096942580162,0.9614198338111574,1.00184862952694,-0.0403541957579685,0.6289583333333333,1.75,1.0,1.05,1,1,,0.6694752563285151,0.0045076661701181475
2023-07-18,0.001033464566929095,0.0,1,1,0.0,0.001033464566929095,0.962413427143344,1.00184862952694,-0.03936243582248222,0.6289583333333333,1.75,1.0,1.05,1,1,,0.6694752563285151,0.005318541581301054
2023-07-19,0.022455752212389407,0.0,1,1,0.0,0.022455752212389407,0.9840251445891514,1.00184862952694,-0.01779059671539862,0.6858333333333333,1.75,1.0,1.05,2,1,,0.6172542620976516,0.005344302998788842
2023-07-20,0.008339350180505295,0.023819086050971494,1,1,7.145725815291447e-06,0.008332204454690004,0.9922242432824241,1.00184862952694,-0.009606627149912228,0.7995833333333333,1.7103015232483811,1.0,1.0261809139490286,4,1,,0.5433135433470235,0.007366429600697115
2023-07-21,-0.007840923888817668,0.020728874486386273,1,1,6.218662345915881e-06,-0.007847142551163585,0.9844381182026665,1.00184862952694,-0.017378385128394624,0.6623681697711374,1.6757533991044038,1.0,1.0054520394626423,3,1,,0.0791992450975576,0.007518299395190008
2023-07-24,0.0019354225976181457,0.04095362006629033,1,1,1.2286086019887098e-05,0.0019231365115982585,0.9863313270911912,1.00184862952694,-0.015488669623749285,0.7427083333333333,1.7440094325482212,1.0,1.0464056595289326,3,1,,0.5044275195717105,0.007224052537700875
