metric,value
annualized_return,0.1346984446085111
annualized_volatility,0.14952266793939437
maximum_drawdown,0.11306107680672961
sharpe_ratio,0.919719917014435
calmar_ratio,1.1913776908278446
average_signal_gross_budget,0.433077506947239
average_gross_exposure,0.5319178431284532
average_vol_scale,1.4567353751030796
average_drawdown_scale,0.9864824063401286
average_active_signal_count,0.6766809728183119
