year,annualized_return,maximum_drawdown,sharpe_ratio,calmar_ratio,average_gross_exposure,average_signal_gross_budget,average_active_signal_count
2023,0.07655704300911115,0.04306517934104259,0.7700801129497102,1.7777017112326212,0.5033081347164006,0.3929594170315297,0.6352941176470588
2024,0.15372378085523541,0.07357715284557487,1.1723322757250074,2.089286890155614,0.4968590928367613,0.42671568735639137,0.6983471074380165
2025,0.10077943159238512,0.07026360932346576,0.8113207736602629,1.4343047925197896,0.4434120801334143,0.37944232906010184,0.6707818930041153
2026,0.11205654964211909,0.10311995197820278,0.5415144563107114,1.0866621588982635,0.43658894461033665,0.4567683195420474,0.75
