trade_date,gross_return,turnover,entry_count,hold_count,transaction_cost,strategy_return,net_value,running_peak,drawdown,signal_gross_budget,vol_scale,drawdown_scale,gross_exposure,trend_asset_count,active_signal_count,score_spread_top1_top2,avg_active_excess_score,realized_vol_lookback
2023-06-06,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,1,0,,0.0,0.002046084859308148
2023-06-07,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,1,0,,0.0,0.002046084859308148
2023-06-08,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,2,0,,0.0,0.002046084859308148
2023-06-09,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,0,0,,0.0,0.002046084859308148
2023-06-12,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,2,0,,0.0,0.002046084859308148
2023-06-13,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,2,0,,0.0,0.002046084859308148
2023-06-14,0.0,0.0,0,0,0.0,0.0,0.9909882637626984,1.0015520958875417,-0.010547461453297546,0.0,1.75,1.0,0.0,2,0,,0.0,0.002046084859308148
2023-06-15,0.0,0.875,1,1,0.0002625,-0.0002625,0.9907281293434607,1.0015520958875417,-0.010807192744666128,0.6287487099760221,1.75,1.0,0.875,2,1,,0.4149948399040886,0.002046084859308148
2023-06-16,-0.0005364806866951875,0.0,1,1,0.0,-0.0005364806866951875,0.9901966228363023,1.0015520958875417,-0.011337875581176382,0.5631237099760221,1.75,1.0,0.875,1,1,,0.4149948399040886,0.0020438834871345534
2023-06-19,-0.005904907975460024,0.0,1,1,0.0,-0.005904907975460024,0.9843496029008426,1.0015520958875417,-0.017175834444692395,0.5718749999999999,1.75,1.0,0.875,1,1,,0.5893403578813683,0.002040996551297814
2023-06-20,-0.0032427424336008625,0.0,1,1,0.0,-0.0032427424336008625,0.9811576106740179,1.0015520958875417,-0.02036288007110698,0.6375,1.75,1.0,0.875,2,1,,0.5893403578813683,0.0023673185563768944
2023-06-21,-0.009764414135151812,0.0,0,1,0.0,-0.009764414135151812,0.9715771814315407,1.0015520958875417,-0.02992846261226001,0.5530089261797974,1.75,1.0,0.875,2,1,,0.11203570471918955,0.0024211083967244956
2023-06-26,-0.0005485893416927,0.875,0,0,0.0002625,-0.0008110893416927,0.9707891455350497,1.0015520958875417,-0.0307152772969147,0.0,1.75,1.0,0.0,2,0,,0.0,0.0031072031796258275
2023-06-27,0.0,0.875,1,1,0.0002625,-0.0002625,0.9705343133843467,1.0015520958875417,-0.030969714536624338,0.574790841559727,1.75,1.0,0.875,2,1,,0.1991633662389083,0.003098707656869771
2023-06-28,0.006902305825242712,0.0,0,1,0.0,0.006902305825242712,0.9772332380292174,1.0015520958875417,-0.02428117115243389,0.574790841559727,1.75,1.0,0.875,2,1,,0.1991633662389083,0.0030167540420907102
2023-06-29,0.0,0.0,1,1,0.0,0.0,0.9772332380292174,1.0015520958875417,-0.02428117115243389,0.6375,1.75,1.0,0.875,2,1,,0.4581169397850775,0.0035113509140905605
2023-06-30,-0.008428657435279988,0.0,0,1,0.0,-0.008428657435279988,0.9689964738314997,1.0015520958875417,-0.03250517091394267,0.6375,1.75,1.0,0.875,2,1,,0.4581169397850775,0.003514880094393865
2023-07-03,-0.0037234042553190875,0.875,0,0,0.0002625,-0.003985904255319087,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,2,0,,0.0,0.003560134436143576
2023-07-04,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,2,0,,0.0,0.003567438947976393
2023-07-05,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,2,0,,0.0,0.0035674389479763927
2023-07-06,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,2,0,,0.0,0.003567438947976393
2023-07-07,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,2,0,,0.0,0.0035674389479763927
2023-07-10,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,1,0,,0.0,0.003567438947976393
2023-07-11,0.0,0.0,0,0,0.0,0.0,0.9651341466630655,1.0015520958875417,-0.03636151267019594,0.0,1.75,1.0,0.0,1,0,,0.0,0.0035674389479763923
2023-07-12,0.0,0.875,1,1,0.0002625,-0.0002625,0.9648807989495665,1.0015520958875417,-0.03661446777312005,0.5338978640874446,1.75,1.0,0.875,1,1,,0.2980914563497783,0.003567438947976393
2023-07-13,-0.006695877561095975,0.0,0,1,0.0,-0.006695877561095975,0.9584200752587476,1.0015520958875417,-0.04306517934104259,0.5338978640874446,1.75,1.0,0.875,1,1,,0.2980914563497783,0.003562826789198231
2023-07-14,0.0006529850746267625,0.0,1,1,0.0,0.0006529850746267625,0.9590459092631143,1.0015520958875417,-0.042440315185761635,0.5466992086940128,1.75,1.0,0.875,1,1,,0.34929683477605145,0.0037415881423835734
2023-07-17,0.00891747452150135,0.0,1,1,0.0,0.00891747452150135,0.9675981767239181,1.0015520958875417,-0.03390130109361389,0.5718749999999999,1.75,1.0,0.875,1,1,,0.6694752563285151,0.0037596664473775387
2023-07-18,0.0008612204724409125,0.0,1,1,0.0,0.0008612204724409125,0.9684314920828093,1.0015520958875417,-0.033069277115717055,0.5718749999999999,1.75,1.0,0.875,1,1,,0.6694752563285151,0.0044351135139745175
2023-07-19,0.018713126843657838,0.0,1,1,0.0,0.018713126843657838,0.9865538734335477,1.0015520958875417,-0.014974979849353809,0.6375,1.75,1.0,0.875,2,1,,0.6172542620976516,0.004456599808821871
2023-07-20,0.006949458483754413,0.0,1,1,0.0,0.006949458483754413,0.9934098886189613,1.0015520958875417,-0.008129589366357437,0.7687499999999999,1.75,1.0,0.875,4,1,,0.5433135433470235,0.006141298534960884
2023-07-21,-0.006685768863419188,0.0,1,1,0.0,-0.006685768863419188,0.9867681797170199,1.0015520958875417,-0.014761005674318706,0.6104248112743893,1.75,1.0,0.875,3,1,,0.0791992450975576,0.0062682897838551264
2023-07-24,0.0016843118383060374,0.0,1,1,0.0,0.0016843118383060374,0.988430205043781,1.0015520958875417,-0.013101555972615198,0.7031249999999999,1.75,1.0,0.875,3,1,,0.5044275195717105,0.006032732020794254
2023-07-25,0.015129682997118199,0.0,1,1,0.0,0.015129682997118199,1.0033848407108699,1.0033848407108699,0.0,0.5718749999999999,1.75,1.0,0.875,1,1,,0.6094944334543999,0.006023603456440726
2023-07-26,0.007023135033049975,0.0,1,1,0.0,0.007023135033049975,1.0104317479372977,1.0104317479372977,0.0,0.6375,1.75,1.0,0.875,2,1,,0.6716732544765225,0.006798316595923203
2023-07-27,0.008401639344262237,0.0,1,1,0.0,0.008401639344262237,1.0189210310654595,1.0189210310654595,0.0,0.6375,1.75,1.0,0.875,2,1,,0.6825356463383012,0.006803246559379161
2023-07-28,-0.007509858501507687,0.0,1,1,0.0,-0.007509858501507687,1.0112690782979477,1.0189210310654595,-0.007509858501507649,0.5718749999999999,1.75,1.0,0.875,1,1,,0.6825356463383012,0.006950950967082459
2023-07-31,-0.0042992512868506244,0.0,1,1,0.0,-0.0042992512868506244,1.006921378411723,1.0189210310654595,-0.011776823019531535,0.6375,1.75,1.0,0.875,2,1,,0.6607659607652876,0.0068802845946164485
2023-08-01,0.011932753350575925,0.0,1,1,0.0,0.011932753350575925,1.018936722863732,1.018936722863732,0.0,0.5718749999999999,1.75,1.0,0.875,1,1,,0.6983546813189332,0.006895355680668972
2023-08-02,0.0056831361633031124,0.0011977143315279326,1,1,3.5931429945837975e-07,0.005682776849003654,1.0247271128830218,1.0247271128830218,0.0,0.5718749999999999,1.7476045713369441,1.0,0.8738022856684721,1,1,,0.6983546813189332,0.0072091913546185995
2023-08-03,-0.003423516675815585,0.0002077934053545949,1,1,6.233802160637847e-08,-0.0034235790138371913,1.0212188786444456,1.0247271128830218,-0.0034235790138370525,0.5718749999999999,1.7480201581476533,1.0,0.8740100790738267,1,1,,0.6892606660655105,0.00720747738992037
2023-08-04,0.005460035200137285,0.01376773845465984,1,1,4.130321536397952e-06,0.005455904878600887,1.0267905517065612,1.0267905517065612,0.0,0.5718749999999999,1.7204846812383336,1.0,0.8602423406191668,1,1,,0.6773633039831994,0.007322829377304385
2023-08-07,-0.009478011098112433,0.0012096095392273298,1,1,3.6288286176819894e-07,-0.009478373980974201,1.0170582468573557,1.0267905517065612,-0.009478373980974064,0.5718749999999999,1.7229039003167883,1.0,0.8614519501583942,1,1,,0.6496760773188941,0.007312547011274228
2023-08-08,-0.003199025809606781,0.05545405456012076,1,1,1.6636216368036224e-05,-0.003215662025974817,1.013787731274732,1.0267905517065612,-0.012663556759670236,0.5718749999999999,1.6119957911965468,1.0,0.8059978955982734,1,1,,0.563238623958821,0.007815662941416512
2023-08-09,0.015021260035111481,0.009175287981569635,1,1,2.7525863944708903e-06,0.01501850744871701,1.0290133098682996,1.0290133098682996,0.0,0.6375,1.5936452152334075,1.0,0.7968226076167038,2,1,,0.557172964117147,0.007905659080543219
2023-08-10,0.002290917063194878,0.042522751172230366,1,1,1.275682535166911e-05,0.002278160237843209,1.031357567075053,1.031357567075053,0.0,0.5718749999999999,1.5085997128889468,1.0,0.7542998564444734,1,1,,0.6053028584241411,0.008351331144593478
2023-08-11,0.004324888413286052,0.030855181137288357,1,1,9.256554341186506e-06,0.004315631858944865,1.0358085266494859,1.0358085266494859,0.0,0.5718749999999999,1.5703100751635235,1.0,0.7851550375817617,1,1,,0.7025632420565131,0.00802313884769686
2023-08-14,0.004883058020720974,0.003102470141848057,1,1,9.307410425544171e-07,0.00488212727967842,1.0408654757139648,1.0408654757139648,0.0,0.5718749999999999,1.5765150154472196,1.0,0.7882575077236098,1,1,,0.7025632420565131,0.007991560907144457
2023-08-15,0.006293067921563744,0.00828966934321207,1,1,2.4869008029636207e-06,0.00629058102076078,1.0474131243206561,1.0474131243206561,0.0,0.5718749999999999,1.5930943541336438,1.0,0.7965471770668219,1,1,,0.6956161458315897,0.00790839270397498
2023-08-16,-0.0028491723247152843,0.0008954557941186492,1,1,2.686367382355947e-07,-0.00284944096145352,1.0444285824606527,1.0474131243206561,-0.0028494409614536753,0.5718749999999999,1.594885265721881,1.0,0.7974426328609405,1,1,,0.7096441877723876,0.007899512295808772
2023-08-17,0.012677293137789154,0.07480824966217081,1,1,2.2442474898651243e-05,0.012654850662890503,1.0576456701997468,1.0576456701997468,0.0,0.5718749999999999,1.7445017650462227,1.0,0.8722508825231113,1,1,,0.7096441877723876,0.007222013768865645
2023-08-18,0.010567400898816182,0.03217719435501354,1,1,9.65315830650406e-06,0.010557747740509679,1.068812026384558,1.068812026384558,0.0,0.7031249999999999,1.6801473763361956,1.0,0.8400736881680978,3,1,,0.686713630665694,0.007498637288859612
2023-08-21,0.01634058545563888,0.023447455088329683,1,1,7.034236526498904e-06,0.01633355121911238,1.0862695223611134,1.0862695223611134,0.0,0.7031249999999999,1.727042286512855,1.0,0.8635211432564275,3,1,,0.5623355383679649,0.007295024485134668
2023-08-22,-0.024080579826622525,0.05253565901103785,1,1,1.5760697703311353e-05,-0.024096340524325837,1.0600944020491032,1.0862695223611134,-0.024096340524325854,0.7031249999999999,1.6219709684907793,1.0,0.8109854842453896,3,1,,0.5418919108897322,0.007767596345264588
2023-08-23,0.0010203642227546612,0.162796226542111,1,1,4.88388679626333e-05,0.0009715253547920279,1.061124310639167,1.0862695223611134,-0.023148225375310916,0.7031249999999999,1.2963785154065572,1.0,0.6481892577032786,3,1,,0.5308977782799591,0.009718470043468073
2023-08-24,0.0029322459509068754,0.0029731675979821626,1,1,8.919502793946487e-07,0.002931354000627481,1.0642348416323222,1.0862695223611134,-0.020284727017744753,0.7687499999999999,1.3023248506025216,1.0,0.6511624253012608,5,1,,0.5146342862679976,0.009674096106778112
2023-08-25,0.012707197691643359,0.0067296840918966705,1,1,2.018905227569001e-06,0.01270517878641579,1.0777561355659937,1.0862695223611134,-0.007837269314723172,0.7602777936456984,1.315784218786315,1.0,0.6578921093931575,5,1,,0.4161111745827939,0.009575138223344435
2023-08-28,0.007426512155112937,0.0009898707618180014,1,1,2.9696122854540037e-07,0.007426215193884392,1.085759784555236,1.0862695223611134,-0.0004692553693023127,0.7687499999999999,1.317763960309951,1.0,0.6588819801549755,5,1,,0.5029949034614307,0.009560753022878905
2023-08-29,0.0036773320901635864,0.008905269329986809,1,1,2.6715807989960425e-06,0.00367466050936459,1.0897495831581971,1.0897495831581971,0.0,0.7687499999999999,1.3355744989699245,1.0,0.6677872494849623,4,1,,0.5552145607240326,0.009433255708828827
2023-08-30,-0.0012891645742952736,0.014105962082129886,1,1,4.231788624638965e-06,-0.0012933963629199127,1.0883401050108468,1.0897495831581971,-0.0012933963629200296,0.7687499999999999,1.3637864231341843,1.0,0.6818932115670922,4,1,,0.5552145607240326,0.009238114966726451
2023-08-31,0.0001648677977675726,0.003021078155812873,1,1,9.063234467438618e-07,0.00016396147432082872,1.0885185508590267,1.0897495831581971,-0.0011296469557737776,0.7687499999999999,1.3577442668225586,1.0,0.6788721334112793,4,1,,0.5190864973465106,0.009279225900513973
2023-09-01,-0.005251126001730922,0.007224427169606584,1,1,2.167328150881975e-06,-0.005253293329881804,1.0828002436163464,1.0897495831581971,-0.006377005918837719,0.7677334244786576,1.3721931211617717,1.0,0.6860965605808859,4,1,,0.44593369791463044,0.009181517945744701
2023-09-04,-0.012200986339197264,0.012786696825736521,1,1,3.836009047720956e-06,-0.012204822348244986,1.0695848590043726,1.0897495831581971,-0.018503998042729508,0.7031249999999999,1.3466197275102987,1.0,0.6733098637551493,3,1,,0.4764155837010071,0.009355882369455252
2023-09-05,0.009017542818149359,0.014397576667727119,1,1,4.319273000318135e-06,0.009013223545149041,1.0792252664390858,1.0897495831581971,-0.009657555168418486,0.7031249999999999,1.3178245741748444,1.0,0.6589122870874222,3,1,,0.4764155837010071,0.009560313272244894
2023-09-06,0.007901787094293624,0.00013221722461553842,1,1,3.9665167384661526e-08,0.007901747429126239,1.087753031913619,1.0897495831581971,-0.0018321193010157888,0.6898703285988663,1.3175601397256134,1.0,0.6587800698628067,3,1,,0.3969813143954657,0.009562232028056032
2023-09-07,0.00031863606764818964,0.02409677424949752,1,1,7.229032274849256e-06,0.00031140703537334036,1.0880917658605056,1.0897495831581971,-0.0015212828004824708,0.7564318467164841,1.3657536882246084,1.0,0.6828768441123042,4,1,,0.4007273868659369,0.009224808159479977
2023-09-08,-0.01237992828339926,0.00122293635720494,1,1,3.66880907161482e-07,-0.012380295164306422,1.0746208686333012,1.0897495831581971,-0.013882744034690475,0.7564318467164841,1.3633078155101985,1.0,0.6816539077550993,4,1,,0.4007273868659369,0.009241358131772548
2023-09-11,0.006880307783840185,0.04052172430562628,1,1,1.2156517291687884e-05,0.006868151266548497,1.0820015273132644,1.0897495831581971,-0.00710994155416711,0.667437332838385,1.282264366898946,1.0,0.641132183449473,3,1,,0.3072493313535405,0.009825443248839138
2023-09-12,-0.007187930889270189,0.002716649412865091,0,1,8.149948238595272e-07,-0.007188745884094049,1.0742232932872078,1.0897495831581971,-0.014247575875177443,0.667437332838385,1.2768310680732158,1.0,0.6384155340366079,3,1,,0.3072493313535405,0.009867253454277478
2023-09-13,-0.009756411907880002,0.6384155340366079,0,0,0.00019152466021098234,-0.009947936568090983,1.063536988105621,1.0897495831581971,-0.024053778462213016,0.0,1.2577445952120754,1.0,0.0,3,0,,0.0,0.010016990583728076
2023-09-14,0.0,0.0,0,0,0.0,0.0,1.063536988105621,1.0897495831581971,-0.024053778462213016,0.0,1.2238825622086278,1.0,0.0,2,0,,0.0,0.010294137816816607
2023-09-15,0.0,0.0,0,0,0.0,0.0,1.063536988105621,1.0897495831581971,-0.024053778462213016,0.0,1.2701184939842771,1.0,0.0,3,0,,0.0,0.00991940187206675
2023-09-18,0.0,0.0,0,0,0.0,0.0,1.063536988105621,1.0897495831581971,-0.024053778462213016,0.0,1.309287386316794,1.0,0.0,3,0,,0.0,0.009622651144922771
2023-09-19,0.0,0.7155522528419073,1,1,0.00021466567585257216,-0.00021466567585257216,1.063308683219275,1.0897495831581971,-0.024263280617455085,0.6454314412125858,1.4311045056838145,1.0,0.7155522528419073,3,1,,0.2192257648503435,0.00880356096772558
2023-09-20,0.002406497572350377,0.15944774715809273,1,1,4.7834324147427815e-05,0.002358663248202949,1.0658166703318794,1.0897495831581971,-0.0219618462775254,0.6955976268529277,1.75,1.0,0.875,3,1,,0.4198905074117112,0.00692880784286207
2023-09-21,-0.0009281259281259875,0.0,1,1,0.0,-0.0009281259281259875,1.0648274582455155,1.0897495831581971,-0.022869588846691657,0.6299726268529278,1.75,1.0,0.875,2,1,,0.4198905074117112,0.0069441345615791315
2023-09-22,-0.0007432891607203124,0.0,1,1,0.0,-0.0007432891607203124,1.0640359835377642,1.0897495831581971,-0.023595879289912247,0.6784794018330493,1.75,1.0,0.875,3,1,,0.3514176073321975,0.006919092591048991
2023-09-25,0.001859802754633425,0.0,1,1,0.0,0.001859802754633425,1.0660148805909768,1.0897495831581971,-0.02177996021658013,0.7528102259775196,1.75,1.0,0.875,4,1,,0.3862409039100785,0.006245216008019373
2023-09-26,-0.001633155170950975,0.0,0,1,0.0,-0.001633155170950975,1.064273912876429,1.0897495831581971,-0.02337754533288039,0.6871852259775195,1.75,1.0,0.875,3,1,,0.3862409039100785,0.005986344073943026
2023-09-27,-0.00687951551211225,0.875,0,0,0.0002625,-0.00714201551211225,1.0566728520815292,1.0897495831581971,-0.03035259805358992,0.0,1.75,1.0,0.0,1,0,,0.0,0.0058897313715095215
2023-09-28,0.0,0.0,0,0,0.0,0.0,1.0566728520815292,1.0897495831581971,-0.03035259805358992,0.0,1.75,1.0,0.0,1,0,,0.0,0.006039699322275654
2023-10-09,0.0,0.0,0,0,0.0,0.0,1.0566728520815292,1.0897495831581971,-0.03035259805358992,0.0,1.75,1.0,0.0,1,0,,0.0,0.006037492774360419
2023-10-10,0.0,0.0,0,0,0.0,0.0,1.0566728520815292,1.0897495831581971,-0.03035259805358992,0.0,1.75,1.0,0.0,1,0,,0.0,0.005978041094719383
2023-10-11,0.0,0.875,1,1,0.0002625,-0.0002625,1.0563954754578577,1.0897495831581971,-0.03060713049660091,0.6482093936361376,1.75,1.0,0.875,3,1,,0.23033757454455084,0.005389922537258095
2023-10-12,0.006469500924214475,0.0,1,1,0.0,0.006469500924214475,1.0632298269626683,1.0897495831581971,-0.024335642431421833,0.6482093936361376,1.75,1.0,0.875,3,1,,0.23033757454455084,0.004896276386285565
2023-10-13,0.013302752293577863,0.0,1,1,0.0,0.013302752293577863,1.0773737099818963,1.0897495831581971,-0.011356621161014213,0.5760906293509569,1.75,1.0,0.875,2,1,,0.2043625174038275,0.004767120302626332
2023-10-16,0.0027110766847404624,0.0,1,1,0.0,0.0027110766847404624,1.0802945527277805,1.0897495831581971,-0.008676333147120907,0.5400426122635107,1.75,1.0,0.875,1,1,,0.32267044905404285,0.0057561701619678225
2023-10-17,-0.00022522522522517503,0.044769178538856313,0,1,1.3430753561656893e-05,-0.0002386559787868319,1.0800367339739212,1.0897495831581971,-0.008912918467128161,0.4744176122635107,1.75,1.0,0.8302308214611437,0,1,,0.32267044905404285,0.005061139335206382
2023-10-18,0.001923809833457719,0.8302308214611437,0,0,0.0002490692464383431,0.001674740587019376,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,0,0,,0.0,0.004817528959932321
2023-10-19,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,0,0,,0.0,0.004528142983461883
2023-10-20,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,1,0,,0.0,0.003828147981713271
2023-10-23,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.0038281479817132706
2023-10-24,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.0038281479817132706
2023-10-25,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.00382814798171327
2023-10-26,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.0038252740441423252
2023-10-27,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,1,0,,0.0,0.0038133499402577802
2023-10-30,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.0037974224704818977
2023-10-31,0.0,0.0,0,0,0.0,0.0,1.0818455153277793,1.0897495831581971,-0.007253104706414382,0.0,1.75,1.0,0.0,2,0,,0.0,0.0037851419713250244
2023-11-01,0.0,0.875,1,1,0.0002625,-0.0002625,1.0815615308800057,1.0897495831581971,-0.007513700766428988,0.6139961622338737,1.75,1.0,0.875,3,1,,0.0934846489354948,0.00378153744118959
2023-11-02,0.006661228928765425,0.0,0,1,0.0,0.006661228928765425,1.0887660598377435,1.0897495831581971,-0.0009025223185709086,0.5483711622338736,1.75,1.0,0.875,2,1,,0.0934846489354948,0.0037484627354911356
2023-11-03,-0.0018888289260658125,1.75,1,1,0.000525,-0.0024138289260658124,1.0861379648287885,1.0897495831581971,-0.003314172710157659,0.6517847835176422,1.75,1.0,0.875,3,1,,0.24463913407056914,0.0034669265055777844
2023-11-06,-0.004098703471350775,0.0,0,1,0.0,-0.004098703471350775,1.0816862073819788,1.0897495831581971,-0.007399292370316779,0.5861597835176422,1.75,1.0,0.875,2,1,,0.24463913407056914,0.003562687987573135
2023-11-07,-0.003603243970081437,0.875,0,0,0.0002625,-0.003865743970081437,1.0775046854482717,1.0897495831581971,-0.011236432570534749,0.0,1.75,1.0,0.0,3,0,,0.0,0.003758857119055412
2023-11-08,0.0,0.875,1,1,0.0002625,-0.0002625,1.0772218404683416,1.0897495831581971,-0.011495983006984956,0.7031249999999999,1.75,1.0,0.875,3,1,,0.4757535372411319,0.003918572991891902
